Date,Price
2021-07-23,0.5299
2021-07-22,-9.456
2021-07-21,-19.3473
2021-07-20,-29.0454
2021-07-17,-56.0261
2021-07-16,-64.0156
2021-07-15,-71.3654
2021-07-14,-78.0022
2021-07-13,-83.8596
2021-07-10,-96.2127
2021-07-09,-98.4535
2021-07-08,-99.7106
2021-07-07,-99.9714
2021-07-06,-99.2334
2021-07-03,-91.149
2021-07-02,-86.5872
2021-07-01,-81.1603
2021-06-30,-74.9225
2021-06-29,-67.9361
2021-06-26,-43.2164
2021-06-25,-33.9976
2021-06-24,-24.4391
2021-06-23,-14.6364
2021-06-22,-4.6874
2021-06-19,25.0415
2021-06-18,34.5816
2021-06-17,43.7763
2021-06-16,52.5335
2021-06-15,60.7658
2021-06-12,81.522
2021-06-11,86.8966
2021-06-10,91.4029
2021-06-09,94.996
2021-06-08,97.6399
2021-06-05,99.6614
2021-06-04,98.3427
2021-06-03,96.0414
2021-06-02,92.7805
2021-06-01,88.5925
2021-05-29,70.9286
2021-05-28,63.5367
2021-05-27,55.5101
2021-05-26,46.9288
2021-05-25,37.8786
2021-05-22,8.8369
2021-05-21,-1.1516
2021-05-20,-11.1285
2021-05-19,-20.9942
2021-05-18,-30.6502
2021-05-15,-57.4109
2021-05-14,-65.2983
2021-05-13,-72.5332
2021-05-12,-79.0433
2021-05-11,-84.7637
2021-05-08,-96.6575
2021-05-07,-98.7342
2021-05-06,-99.8243
2021-05-05,-99.9171
2021-05-04,-99.0115
2021-05-01,-90.4445
2021-04-30,-85.7339
2021-04-29,-80.1666
2021-04-28,-73.7983
2021-04-27,-66.6927
2021-04-24,-41.6941
2021-04-23,-32.4116
2021-04-22,-22.8052
2021-04-21,-12.971
2021-04-20,-3.0072
2021-04-17,26.6657
2021-04-16,36.1544
2021-04-15,45.2818
2021-04-14,53.9567
2021-04-13,62.0926
2021-04-10,82.4842
2021-04-09,87.7164
2021-04-08,92.0721
2021-04-07,95.5078
2021-04-06,97.9893
2021-04-03,99.5091
